window,start,np_pct,dd_pct,dbr,tbr,orders,days_to_6,pass_any,pass_fast15,pass_fast10,spy_ret3,spy_ret5,spy_ret10,spy_ret20,spy_rsma20,spy_rsma50,spy_rv5,spy_rv10,spy_rv20,spy_rng5,spy_rng10,spy_dd20,spy_dd50,spy_gap1,qqq_ret3,qqq_ret5,qqq_ret10,qqq_ret20,qqq_rsma20,qqq_rsma50,qqq_rv5,qqq_rv10,qqq_rv20,qqq_rng5,qqq_rng10,qqq_dd20,qqq_dd50,qqq_gap1,iwm_ret3,iwm_ret5,iwm_ret10,iwm_ret20,iwm_rsma20,iwm_rsma50,iwm_rv5,iwm_rv10,iwm_rv20,iwm_rng5,iwm_rng10,iwm_dd20,iwm_dd50,iwm_gap1,vixy_ret3,vixy_ret5,vixy_ret10,vixy_ret20,vixy_rsma5,vixy_rsma10,vixy_rsma20,vixy_rv5,vixy_rng5,vixy_close,vix_ret3,vix_ret5,vix_ret10,vix_ret20,vix_rsma5,vix_rsma10,vix_rsma20,vix_rv5,vix_rng5,vix_close,risk_on_breadth5,trend_breadth20,qqq_minus_spy_ret5,iwm_minus_spy_ret5
W_2025-01-01_2025-02-14,2025-01-01,1.027,1.0,0,0,16,-1,0,0,0,-0.02537667390182352,-0.01447810677195771,-0.034130360894930156,-0.029074081226919568,-0.022448067774705094,-0.011366023624261756,0.14557351498456536,0.18912917496749757,0.14281838708494968,0.010390330628858132,0.014087492792228947,-0.03774605539250764,-0.03774605539250764,0.0028730789935372584,-0.03468649064661544,-0.022261717519764357,-0.05005848111065225,-0.007878994768262704,-0.023760044992627405,0.0014912069160690766,0.1795032622872031,0.2269846496399224,0.20084314677044302,0.013176709116821093,0.017346356339666642,-0.05178524003235885,-0.05178524003235885,0.002501966794961122,-0.020914507776925273,-0.0020324147093594425,-0.05749870153199699,-0.08599790397573037,-0.039412904447612696,-0.03981613624151237,0.16980180181425833,0.25941622656123986,0.1952898910845026,0.018093232747262898,0.023362374112304348,-0.08747002861637365,-0.09804877717602023,0.006525296760916037,0.07677586651607382,0.021788448809595407,0.05655948868554184,0.07318235134661544,0.037661909435223295,-0.016751483769915976,0.028382171137989687,0.6099815586831503,0.061045544650836434,45.02000045776367,0.1778683584966103,0.03396899115015284,0.18107562131169375,0.30059971386911233,0.08845673920897457,-0.04889813656369313,0.08488355524868885,1.5467261979100173,0.14216375442480916,17.350000381469727,0,0,-0.007783610747806646,0.012445692062598268
W_2025-01-08_2025-02-21,2025-01-08,4.241,1.0,0,0,19,-1,0,0,0,0.0068246957690267784,0.0006970762641693717,-0.004262910305633194,-0.03155590193123181,-0.012805533792176083,-0.008282418019263327,0.1455839694651019,0.1435051490823078,0.15489253561114627,0.013620126692576312,0.012228640127437837,-0.03254275435353127,-0.03355936459784614,0.003460087357697231,0.009701471067694145,-0.0008339494734339592,-0.006709560500016143,-0.021463281059439066,-0.014345354478170202,0.00542897356808103,0.22369373713720742,0.19759902399867085,0.21532196411481472,0.017105216212090626,0.015055194698503757,-0.04445892729826251,-0.04445892729826251,0.0020018470890892934,0.007144803452181936,0.009244193459436056,0.0036049164489844188,-0.06784410476701619,-0.01785949852084212,-0.033049619136033104,0.13056266953324944,0.1447640923495562,0.20290546897642697,0.017527392296844982,0.017757744756076038,-0.07730550702063588,-0.09086453953404827,0.0047211720043770136,-0.003046113847633536,0.02436843647983178,-0.02572823975928551,0.11511315465250549,0.025285288395124228,0.042738134136115935,0.032063331097635706,0.6673501653547451,0.06019967839214065,45.81999969482422,-0.006135003261534155,0.02413793594838154,-0.029411813593453018,0.39545803101286037,0.044916125199911505,0.08394158350368519,0.0648023418031014,1.2114957198802305,0.11341742683552422,17.81999969482422,2,0,-0.001531025737603331,0.008547117195266685
W_2025-01-15_2025-02-28,2025-01-15,8.419,1.3,0,0,27,31,1,0,0,-0.01238356530882967,-0.022121041444159717,-0.021545868327943918,-0.03663563619601906,-0.01653771978676133,-0.01952594560358145,0.13015198498976283,0.13598386831548118,0.15909523325107428,0.01258829050156637,0.012486699465324717,-0.042104092964477924,-0.04413286577827469,0.005108396477914951,-0.019776102961034714,-0.037099157872126365,-0.03345072540568539,-0.04068378618752966,-0.027501014609897623,-0.01604279988774049,0.13612234461952524,0.1768306775605223,0.20790129632657806,0.016313167449520348,0.015702506425616637,-0.06319212890479509,-0.06319212890479509,0.00629004013596367,-0.008975713467603286,-0.021378954927922078,-0.012005927318104015,-0.06374634362523557,-0.015598011080807606,-0.04532655819547304,0.19635058415014464,0.16495622972807908,0.2166612775360116,0.016736603290695467,0.016618617315503792,-0.06752112775290231,-0.10311043737191306,0.0088837407400748,0.026581701939905944,0.08271547051542161,0.06665140555611804,0.11474240418393689,-0.0031571384461528407,0.023097964799919657,0.02789140952702307,0.7078570662000656,0.06518161189181952,46.72999954223633,0.057062049604424514,0.1664587292112092,0.17304070897883483,0.3441091222647463,0.006346755854637953,0.05224672065511271,0.05712180953942414,1.0839690212929576,0.12740333947729682,18.709999084472656,0,0,-0.014978116427966648,0.0007420865162376389
W_2025-01-22_2025-03-07,2025-01-22,12.561,1.3,0,0,26,27,1,0,0,0.017325075050648175,0.037255495620489576,0.018751542118484288,0.028604007740475,0.02012332456197896,0.012234069560490113,0.12541675702943764,0.1572754451294739,0.14236033627699649,0.007750828736500253,0.010051912982539619,-1.6598291489255956e-05,-0.00988395333682135,0.005170798440283079,0.015676360353349406,0.038056789159124804,0.01199423521567633,0.016128753968992937,0.014830860072577723,0.017347227068842175,0.19649685432288327,0.21093953983238198,0.18691003449637844,0.014702207730327124,0.014933805015488882,-0.012122585949459475,-0.026616036300265544,0.005251639294783877,0.025665060579859844,0.05772148808346511,0.02388272862484464,0.04052706528100325,0.03313780184588877,-0.0035402584301311713,0.12980369425348598,0.19949392671605928,0.17043717656030133,0.011852400901787456,0.014274124372490982,-0.00043501719857819143,-0.062005072684792606,0.009136864620110239,-0.03362911342764541,-0.1319487590189946,-0.04851691259870172,-0.18799054529960568,-0.04641192710269526,-0.07590609474280552,-0.08102644477215382,0.5805759316160698,0.034740651180515794,41.380001068115234,-0.06575684642874424,-0.21521625844205505,-0.06633594524620234,-0.45474294127375947,-0.0868299637111083,-0.1282199660168447,-0.12882511587422774,0.9692089028754132,0.09302693075635135,15.0600004196167,3,3,0.0008012935386352282,0.020465992462975535
W_2025-01-29_2025-03-14,2025-01-29,12.561,1.3,0,0,26,22,1,0,0,-0.008577253741287372,0.0024376615007675184,0.03978397340862316,0.005288177293652163,0.018006099491659544,0.013084391062610168,0.14688754760835582,0.14092794563652788,0.14919456309875845,0.007879561519237762,0.007815195127869008,-0.010249205058049271,-0.010249205058049271,0.002085523149612457,-0.020332714013219566,-0.005697390060829255,0.032142574725993134,-0.014709173690435118,0.00763239847071584,0.008821313486769622,0.281844262872739,0.24002277634713956,0.21730235771938958,0.012813741862714455,0.01375797479652079,-0.022498238359077938,-0.03216178442041906,0.001964078270186759,-0.011250171414359245,-0.013229441555130839,0.04372842347525885,0.004741259123292929,0.013251587470589188,-0.012326855114435764,0.09016449807547124,0.15730102801453408,0.1684041585602048,0.012120101914263182,0.011986251408025322,-0.015115301186285901,-0.07441422175471846,0.0010596269013865894,0.02744053083392539,0.022474632217744928,-0.11243962663178941,0.01195886112358302,0.00642248381834265,-0.009527795097578728,-0.03950054052008434,0.5900385180254409,0.03635538850368643,42.310001373291016,0.09254323217613236,0.0896413937702778,-0.1448671500405473,0.11405297741921872,0.03493943650888043,0.014591299438378336,-0.025505527871923728,1.719568405154355,0.109012620798103,16.40999984741211,1,3,-0.008135051561596773,-0.015667103055898357
W_2025-02-05_2025-03-21,2025-02-05,12.516,1.3,0,0,30,17,1,0,0,-0.005387988974046687,-0.004532505369300499,-0.002105892582373703,0.016606160802655312,0.008102151152513004,0.006688102570313825,0.10150281661497193,0.11961669574485535,0.1370538219294352,0.011483678800466506,0.009681620159852135,-0.014735255850393036,-0.014735255850393036,0.00010036896571159248,0.00271481300697074,0.00509758946163652,-0.0006288435547256999,0.01135784916344118,0.009791343639786732,0.010534775726889656,0.1211898429345142,0.2052517192438301,0.2028237564799294,0.015564119521324998,0.01418893069201973,-0.017515335680206023,-0.027228142532111477,0.0010036855994912774,-0.007001295725121981,0.0007937934984840744,-0.01244614950134193,0.011139331112538065,0.009006013043473038,-0.00955055726685139,0.18057746712435802,0.13666480225649105,0.16906623277345814,0.01799361487792299,0.015056858396093087,-0.014718715442143093,-0.07367949778165805,-0.001027546466771964,0.026749528902641817,0.01607185731752403,0.03890769861753651,-0.011496895394408901,0.0022381265078277313,0.012315488822551623,-0.014510654389223054,0.39041187400426075,0.0542830380256157,42.9900016784668,0.08648983072521865,0.048750715691609825,0.142762191563782,0.06695598139477688,0.016418563400147024,0.04977424840848266,0.022305317187020446,1.2830647613854176,0.12033790751348408,17.209999084472656,2,3,0.00963009483093702,0.0053262988677845735
W_2025-02-12_2025-03-28,2025-02-12,11.822,1.3,0,0,26,12,1,1,0,-0.00166580312941067,0.0058658780449114545,0.00130678555187691,0.041142748082146685,0.006754265652636482,0.011117932713501144,0.0978495711129397,0.09558501929679163,0.12120975522230772,0.007912390719535426,0.009698034760000966,-0.008955813019260517,-0.008955813019260517,-0.003802575656452128,-0.003040002692185295,0.006711574976410839,0.011843377291917978,0.04436662865752483,0.009873218305988418,0.01314852905113617,0.14842860448287842,0.12777671439781188,0.1878986762290324,0.010666447953011469,0.013115283737168235,-0.010921316192449959,-0.020699311275773402,-0.006216302366261218,-0.012901801998637774,-0.0054201549695388485,-0.004630663954830472,0.03889526788603992,-0.003934400112426295,-0.010566823040295215,0.1402206937448924,0.15278500321220573,0.1558128637850313,0.011386362877492489,0.014689988877707744,-0.02167316890394999,-0.07382332189639029,-0.008677654760057192,0.011485990230212684,-0.016748108690206598,-0.0009454245858898647,-0.1132787480302333,-0.0002837971649262139,-0.007466874932585799,-0.008967809728185894,0.3805704104949224,0.028160273914228623,42.27000045776367,0.03354841662991426,-0.06914576932096617,-0.023765959370800394,-0.1651902026093205,0.00577599227959702,-0.02495433638521294,-0.017298474285205145,0.9080164975398598,0.08256680737004121,16.020000457763672,2,2,0.0008456969314993845,-0.011286033014450303
W_2025-02-19_2025-04-04,2025-02-19,11.822,1.3,0,0,26,7,1,1,1,0.013474550981493083,0.010977953073413094,0.022951921733852965,0.023277172506991572,0.011139237639528732,0.02057640910258307,0.0820703077179158,0.08889302009908738,0.10662019406961028,0.006993221965269081,0.007720340711762202,0.0,0.0,0.001935366003208425,0.020954017755073107,0.019121388979097764,0.04103377731892022,0.03379078700655613,0.02330937500441488,0.03124458455239565,0.10136480051763307,0.12690661841768008,0.16566867038232105,0.009560248400200888,0.010650520241146658,-0.001166675708912046,-0.001166675708912046,0.002935902597807657,0.01605407242227308,0.000836941405296665,0.01510076779324554,0.007761908754934765,0.0006915053443732333,0.0014669050609277257,0.13191611289580335,0.14281913540714586,0.14600844247444056,0.010122102844440681,0.011768300469289426,-0.015127829564549056,-0.05983362256232372,0.0007965334991765238,-0.024506276688359807,-0.026359548664520838,-0.07260798803318835,-0.0496059207214995,-0.01352197370059871,-0.02367005377820164,-0.027283511269276306,0.11652575833391794,0.0232573224725808,41.0,-0.03398363437291829,-0.029095510812018333,-0.17561763213638504,-0.0388227849212448,-0.004926748405031378,-0.028234989887405915,-0.039874892725062616,0.5375363736069468,0.06369639956295643,15.350000381469727,3,3,0.00814343590568467,-0.010141011668116429
W_2025-02-26_2025-04-11,2025-02-26,7.606,1.3,0,0,19,4,1,1,1,-0.026442567776341575,-0.028209783112538522,-0.017541515714345923,-0.008558995152584292,-0.016418693880822954,-0.0077199795466155186,0.11201223201343459,0.11366672560682761,0.10854537781266493,0.011328580837817685,0.009160901401543383,-0.03096715887872792,-0.03096715887872792,-0.00010046308063547038,-0.04450602910073831,-0.04829706514784704,-0.030099183137990093,-0.0017308387826109328,-0.026411772878701334,-0.0193673421018542,0.12903444216312526,0.1580609389051647,0.15421385387841388,0.016428412044692187,0.012994330222446537,-0.05083114283847279,-0.05083114283847279,-0.0012118508256482204,-0.03946308330287951,-0.0519343457729744,-0.05114087037201209,-0.04896245623792772,-0.04232212627171672,-0.04276344923215725,0.16681316644482252,0.16794426681601538,0.16115939191906908,0.019713373536414173,0.014917738190427429,-0.06627652140612361,-0.09979518698664824,0.0006474559146032817,0.08421311916831553,0.07707316701005151,0.04868200444900039,0.010757638715415352,0.03764273831979992,0.04992866398246587,0.043330336519684653,0.4973912464223035,0.050073904777188816,44.15999984741211,0.24074077231786717,0.2657980340268502,0.22896899364199053,0.08547490051684892,0.1096516547398736,0.1798639881375148,0.17982816547657898,1.0388100735088384,0.13033589823774094,19.43000030517578,0,0,-0.020087282035308518,-0.023724562660435877
W_2025-03-05_2025-04-18,2025-03-05,-0.045,0.2,0,0,4,-1,0,0,0,-0.013998807986138173,-0.02924745080848168,-0.05663216967711826,-0.03498006506931284,-0.03909758516851336,-0.03375090693767702,0.22096418757842365,0.1651607953828943,0.14478175776979535,0.021831601205284254,0.016580091021550968,-0.05930889923122551,-0.05930889923122551,-0.006954789425215443,-0.009434907798505088,-0.034617819834998675,-0.08124294588299841,-0.043542873514174185,-0.05197994437535114,-0.048029070753460745,0.2836215464900678,0.20917303969509662,0.19641552691013112,0.0297775262154231,0.02310296913005764,-0.08368929932868208,-0.08368929932868208,-0.005774057313492804,-0.028108673844622123,-0.0417343918124885,-0.09150128925044831,-0.07778226117895637,-0.06696288241390169,-0.07339824643469894,0.2341329364703224,0.19250559251189728,0.1877997926097481,0.025335067228416767,0.022524220382415475,-0.10524490290628019,-0.11438134311254022,-0.013650762142825717,0.08824179451652481,0.12545291971625772,0.21219514055949884,0.12418009029986576,0.07209112918231386,0.11790905030015275,0.1497709831425964,0.7313662474188168,0.08654832990230572,49.70000076293945,0.11263611749376357,0.2099845527341151,0.5315960680537004,0.26262079319271203,0.10739521023878407,0.21373259513590637,0.3370869653397288,1.4745298209865576,0.17734753302404316,23.510000228881836,0,0,-0.005370369026516997,-0.012486941004006824
W_2025-03-12_2025-04-25,2025-03-12,-0.045,0.2,0,0,4,-1,0,0,0,-0.0293168242536912,-0.036299973950601805,-0.06448574305661403,-0.08089608109578117,-0.060698451707957846,-0.06533982569478414,0.24801513349088242,0.2217683624729491,0.1759291131408839,0.020935274640127084,0.02138343792270567,-0.09345596168469494,-0.09345596168469494,-0.002104949587584271,-0.03400246966088982,-0.048330102470830805,-0.08127483952588721,-0.10892771638447685,-0.07959475016514894,-0.08787710810919036,0.35696640079305714,0.30482514463219523,0.24018205165532114,0.026666512630481885,0.028222019422952493,-0.12797468938724565,-0.12797468938724565,-0.0008038518265841391,-0.022067414293816423,-0.027468259951754614,-0.06805628064100944,-0.1157166935867584,-0.06799352237408152,-0.0918220966683373,0.2281674344405817,0.21932334618215985,0.19065534740838924,0.023832205016817272,0.024583636122617027,-0.11944028527872186,-0.12982226850640788,0.0017432427019904674,0.0584661730925391,0.12193153854260297,0.2626811257745256,0.32415097395715,0.0644471348378397,0.12940792013395686,0.21971756270371845,1.2559960584807655,0.07469501784838714,55.7599983215332,0.0824285954114885,0.14504465394359944,0.38548634346253574,0.7027197572298736,0.07723087238857906,0.16486368713447885,0.36035170220779755,1.923663828503988,0.14994797354300418,26.920000076293945,0,0,-0.012030128520229,0.00883171399884719
W_2025-03-19_2025-05-02,2025-03-19,0.0,0.0,0,0,0,-1,0,0,0,0.0174096639922785,0.00917404802467403,-0.027458943630244925,-0.0825360537525408,-0.032604013516608354,-0.05185473337677127,0.22318055934741257,0.23530910894591012,0.19944816809994512,0.01589664703810595,0.018415960839116514,-0.0851392831407084,-0.0851392831407084,-0.004143589032763658,0.013238271886901076,0.006234101788287427,-0.04239729546078497,-0.12019576016307731,-0.04712564233591532,-0.07478245364649216,0.2925246342370893,0.3212245685547178,0.26605368206917185,0.01756127867277499,0.02211389565162844,-0.12253839483892293,-0.12253839483892293,-0.0069598057626306725,0.0257950552898083,0.012254080766461728,-0.015550777461255882,-0.10562915052515254,-0.03002846169379403,-0.07229104850557744,0.2579252507507823,0.23917014904738482,0.22116689247074472,0.01780661234653196,0.020819408681674617,-0.10539285857752212,-0.11915904030350899,-0.00778773846917914,-0.09744606670227329,-0.10634857727727887,0.002615715616088643,0.21536589831840702,-0.029827482878276634,-0.0393846218922661,0.03455796291310076,0.8751739183715007,0.059407302552780684,49.83000183105469,-0.12003240481703759,-0.19390784912929038,-0.07698849205959657,0.4136807963298388,-0.03871708152780606,-0.08754518363840402,0.005747156284955812,1.1988187506080157,0.11859458844391683,21.700000762939453,3,0,-0.0029399462363866036,0.003080032741787697
W_2025-03-26_2025-05-09,2025-03-26,0.0,0.0,0,0,0,-1,0,0,0,0.017630783763562308,0.02573883629584439,0.0351490136407957,-0.0316033396781521,0.006929172305610187,-0.024159419410098137,0.14399116884350258,0.17910560700397557,0.2126511218871732,0.011208060804827178,0.013552353921466564,-0.04022815042145289,-0.06159183291596826,0.002125088257398923,0.02962897258295638,0.03987015334738664,0.04635280972995637,-0.03868934696830706,0.012301411124839401,-0.03201876376214352,0.14642361510599905,0.22476987668418166,0.2810492074451873,0.01565690656950535,0.016609092621140173,-0.05041754809575494,-0.08755386608470661,0.0014878143335091227,0.01287427787515738,0.022095320535554075,0.034620159144419294,-0.03579224076315901,0.007843897301030633,-0.04495385258275986,0.23418215083706237,0.2328079736134743,0.23598750759993228,0.014797934642568594,0.016302273494550275,-0.04903624620800828,-0.09969657695816991,-0.0008139335844514357,-0.05620121612511886,-0.10355214674894098,-0.19888810054546202,0.011548875074624654,-0.0364538916988042,-0.08577398302027606,-0.09052044474542009,0.46218173243496724,0.040147257513963704,44.66999816894531,-0.1338383697293356,-0.20967746472064375,-0.36292720765507147,-0.1173443464145576,-0.0839653959967358,-0.16941109760985973,-0.21614335450587063,0.6354718086627538,0.09443505329971875,17.149999618530273,3,3,0.014131317051542247,-0.0036435157602903168
W_2025-04-02_2025-05-16,2025-04-02,0.0,0.0,0,0,0,-1,0,0,0,-0.010774575373109552,-0.025179944246795594,-8.921041385800965e-05,-0.027545704420377626,-0.007772916825903531,-0.04439170751694477,0.1741152533822489,0.17298786818470344,0.20222688429043825,0.017597910600739848,0.014402985702783514,-0.040880238647375444,-0.0852208982438819,-0.0034680676998238742,-0.018520790250799002,-0.0420702379271547,-0.0038774314172846935,-0.046110334272642106,-0.016256619948898043,-0.06594057892370986,0.22017818550900914,0.2232086030397731,0.271023891920563,0.02145732872610118,0.018557117647803264,-0.061414118253296346,-0.12594069203423552,-0.003454801647136966,-0.024925497719086587,-0.039431885227457,-0.018207824835324682,-0.033475456464513,-0.020425223126732228,-0.07398556260815892,0.12375491296615584,0.20503967122106173,0.21683174176526648,0.021491803743324014,0.018144869192946306,-0.046638359852651745,-0.13519723820544205,-0.0025063912287933317,0.086337143145089,0.12670704934221866,0.010034115625666917,0.012676077634691252,0.033767443781755,0.05906616744593585,0.01271683953262448,0.6127614001204951,0.06741358285512888,50.33000183105469,0.1647939986996556,0.2693878100289617,0.003225792274798911,-0.074011048667732,0.05967680096638994,0.10884737259835497,0.002879202377429335,1.087379799770739,0.1131805816594941,21.770000457763672,0,0,-0.016890293680359103,-0.014251940980661404
